770,991,211,0,708,97,828,1190,1490,75.2,1510,2310,5.87,0,939,71.8,0,628,1140,0,0.005,0
1250,945,475,0,976,104,711,925,1630,57.8,1130,1320,5.25,0,1020,82.8,0,589,1160,0,0,0
1000,945,420,0,1400,97,663,728,2190,67,954,812,5.04,0,1790,102,0,466,1210,0,0,0
808,1030,522,0,2630,148,663,639,3120,55.5,957,796,5.14,0,1830,99.6,0,427,1470,0,0,0
826,1500,791,166,2740,938,757,426,3580,45.9,1320,705,51.9,0,1310,85.4,0,110,1320,0,0,0
941,3190,2440,438,1590,2600,660,506,3740,58.1,1990,697,247,0,1390,67.4,0,164,883,0,0.078,0
1160,4630,1850,892,1420,2430,578,741,4620,108,1620,633,276,0,2100,54.2,0,487,751,0,0.6,0
1280,4710,1420,1230,1210,2690,528,919,4270,121,1250,627,575,0,3510,50.3,0,671,1050,0,0.3,0
1080,5010,1250,1120,849,3270,536,1070,3280,134,880,559,1920,0,2680,40.7,0,434,2140,0,0.01,0
1060,4370,1290,1010,758,2850,485,1030,2820,212,997,538,2710,0,1870,33.4,0,362,2860,0,0,0
972,3960,1410,993,753,2130,658,994,2710,366,2040,521,2280,232,1610,26.3,0,308,3140,0,0,0
965,3250,1730,1310,736,1910,1070,1020,2680,1170,2260,530,1520,773,1320,18.6,0,723,2690,0,0,0
948,2320,1980,1320,821,1860,920,785,2980,2130,1840,675,1290,796,1070,14.6,0,803,1610,0,213,0
938,2170,2570,1080,570,1900,853,629,3550,1990,1540,898,1110,802,987,27.7,0,868,1510,0,530,0
817,2010,2750,936,347,2670,791,616,3680,1830,1380,649,1110,806,1130,30.1,0,826,1500,0,498,0
825,1930,2320,778,544,3290,699,825,3810,1340,1420,588,1430,756,1240,18.6,0,820,1390,0,544,0
1270,1760,1920,723,606,2130,1010,1050,3510,1100,1640,523,1840,744,1010,6.67,0,1060,1260,0,856,0
2230,1440,1500,479,325,1430,745,1220,2730,918,1840,510,1280,1120,963,10.5,61.5,1250,1160,0,1530,0
2750,1130,1550,414,340,1200,673,1450,2310,729,2060,600,1320,2210,975,39.6,320,949,1130,145,1370,0
2670,935,1280,505,516,995,648,1750,1800,680,2130,619,1740,1580,832,48.3,394,888,1120,877,1070,0
2660,840,1320,437,347,1250,648,2820,1630,858,1970,589,2350,1480,1170,57.6,148,888,1050,413,1130,0
2400,760,1960,445,251,1730,635,3670,2080,983,1860,652,2670,1720,1040,42.7,71.2,1010,947,943,1080,0
2120,1080,2600,540,193,2130,765,3220,2750,949,1840,466,2060,3750,1130,43.2,11.3,1570,1000,1270,1230,0
1910,1110,3020,579,221,2380,850,2810,3070,883,1570,302,1960,4150,1240,1140,0.093,2300,967,1640,1280,0
1900,1590,2720,719,173,2420,858,2680,3490,875,1380,195,2170,2490,1190,1280,0,2580,954,1840,1210,0
1950,1600,2010,1080,135,2040,778,2790,4090,883,1190,159,1710,1780,1230,1150,0,2010,1100,1500,1290,0
1950,1680,2040,909,709,1630,735,2960,4520,1140,1080,109,1390,1460,1540,1070,0,1880,2160,1350,1300,0
